1	-0.98818	-3.8455	-1343.9	44.389	-548.74	1.4622	1888.7	-0.054633	17.44	1.8279	37.611	-62.121	52.531	-6.5035	184.1	0.11184	659.11	0.24999	-0.91498	-1.4699
2	-0.48293	-23.145	-852.38	48.717	-361.76	0.331	1218.5	-0.047861	-2.9117	4.497	9.5394	-36.915	17.439	-1.9045	110.84	0.080406	380.75	0.12121	-0.48569	-2.1173
3	-0.12066	-36.665	-508.96	45.295	-226.48	0.0038473	730.06	-0.034934	-18.523	3.5271	-6.3387	-16.349	3.4057	-0.17693	53.105	0.059404	203.15	0.029324	-0.1259	-3.1001
4	-0.00048186	-43.7	-320.57	42.714	-150.87	-0.038976	455.74	-0.024879	-28.577	1.3753	-15.003	-5.0349	-0.00094839	-0.024491	20.286	0.062514	110.52	-0.0019118	-0.0019539	-4.0976
5	0.00018111	-47.441	-217.01	43.134	-108.9	-0.011837	302.99	-0.017804	-35.178	-0.0040829	-21.573	-0.080241	0.00023705	-0.021818	1.4887	0.068166	60.728	-0.003726	-0.0043928	-4.7513
6	-0.0052411	-50.17	-151.31	46.059	-81.338	0.016185	205.53	-0.013969	-39.612	0.0013178	-28.251	0.57659	0.02132	-0.023615	-10.464	0.070834	30.289	-0.0046503	-0.0073915	-4.9533
7	-0.0021155	-52.616	-98.684	49.076	-56.196	0.0040018	125.44	-0.015026	-43.607	0.0061796	-34.589	0.50045	0.044499	-0.025303	-20.787	0.073094	10.217	-0.0043341	-0.0085601	-4.9436
8	0.0041074	-55.134	-55.64	51.87	-30.513	0.003752	57.247	-0.015083	-47.575	0.0042642	-40.623	0.39113	0.057234	-0.018622	-30.46	0.0674	0.62417	0.0027838	-0.0060362	-4.7672
9	0.033788	-60.453	-25.52	53.282	-10.543	0.013941	7.6483	0.014719	-51.854	0.074382	-46.248	-1.5751	-0.20818	0.094702	-38.672	-0.21961	0.6774	-0.00124	-0.042393	-3.9484
10	-0.036591	-111.88	-15.452	78.244	-35.064	0.16868	0.93537	0.13312	-79.366	0.32737	-65.412	-10.335	-1.4752	0.77616	-47.435	-1.9588	3.956	-0.028895	0.26554	-0.87289
11	-0.0068262	49.758	1.255	-24.717	20.682	-0.11	-0.34207	-0.0074642	25.174	-0.20224	14.901	4.9656	0.91722	-0.38716	6.1862	1.4654	-1.5053	-0.011768	-0.068854	0.56703
12	0.011983	7.0039	0.92035	-0.34655	4.907	-0.021025	-0.0035434	0.028476	2.1004	-0.034858	0.23778	0.69059	0.20732	-0.070747	0.017344	0.40959	0.063389	-0.0056799	-0.0065757	1.092
13	-0.0017449	1.8487	0.90404	1.2032	2.6587	-0.01118	0.035164	0.036663	1.0839	-0.015521	0.018243	0.11187	0.098058	-0.02867	0.012817	0.24886	0.24809	-0.015985	0.016446	1.3275
14	0.0002424	0.92477	0.90248	0.97083	2.1045	-0.00069482	0.04065	0.029595	1.0651	-0.0015213	0.0062121	-0.011843	0.068879	-0.01958	0.0093669	0.20727	0.2714	-0.0012738	0.014791	1.4815
15	-0.00031196	0.75617	0.90307	0.84939	1.9137	-0.0059418	0.047244	0.02913	1.0502	-0.0088088	-0.0034214	-0.040151	0.057488	-0.014065	0.015404	0.18662	0.25959	-0.0057583	0.014708	1.6128
16	-0.0002994	0.71501	0.89322	0.80376	1.8372	-0.00020998	0.043025	0.02586	1.0374	-0.00038708	-0.0017831	-0.052578	0.052052	-0.01414	0.012534	0.18184	0.24492	-0.0012151	0.014756	1.7374
17	-0.00047098	0.68328	0.88748	0.7665	1.7842	-0.004013	0.036533	0.025418	1.0262	-0.0012232	-0.0042533	-0.054616	0.049074	-0.012986	0.00977	0.18374	0.22907	-0.0014148	0.015159	1.8602
18	-0.0012404	0.65491	0.88734	0.73463	1.7391	-0.0049112	0.038185	0.024799	1.0155	-0.0043162	-0.004967	-0.049456	0.047074	-0.012329	0.012781	0.18241	0.21494	-0.0027008	0.015196	1.9823
19	-0.00080208	0.63166	0.88571	0.70868	1.7033	-0.002584	0.037943	0.02302	1.0068	-0.0032842	-0.0041355	-0.04554	0.04588	-0.011823	0.013735	0.17862	0.20286	-0.0027133	0.014481	2.1039
20	-0.00022744	0.61115	0.88298	0.68496	1.6717	-0.0019239	0.035769	0.021654	0.99909	-0.0015925	-0.0035732	-0.04253	0.045303	-0.011465	0.013962	0.17232	0.19173	-0.002018	0.017045	2.2252
21	-0.00019521	0.59171	0.8821	0.66272	1.6422	-0.005114	0.033514	0.022259	0.99152	-0.0024667	-0.0037472	-0.038819	0.045866	-0.011317	0.014504	0.17164	0.18145	-0.0016682	0.015853	2.346
22	-0.0002552	0.57333	0.88134	0.64195	1.6129	-0.0047303	0.032146	0.02118	0.98442	-0.0043533	-0.0037272	-0.03479	0.046429	-0.011274	0.015922	0.16916	0.17212	-0.0016627	0.014118	2.4665
23	2.6053e-05	0.55621	0.87907	0.62268	1.5883	-0.0017958	0.030938	0.01902	0.97772	-0.0026543	-0.0037311	-0.030839	0.047895	-0.011974	0.01737	0.16612	0.1635	-0.0015094	0.014956	2.5864
24	0.00026691	0.54	0.87637	0.60438	1.5663	-0.0016465	0.02947	0.01827	0.97176	-0.0016268	-0.0034836	-0.027076	0.050009	-0.01183	0.018861	0.16306	0.15544	-0.0011961	0.014824	2.7057
25	0.00045026	0.52442	0.87455	0.58703	1.5448	-0.0024155	0.029136	0.017793	0.96618	-0.0023394	-0.0025688	-0.023288	0.052757	-0.012025	0.022081	0.16023	0.14784	-0.00090596	0.014652	2.8244
26	0.00067796	0.50923	0.87273	0.5697	1.5236	-0.0028348	0.028091	0.017268	0.96047	-0.0027557	-0.0024654	-0.019159	0.056197	-0.013538	0.024935	0.15763	0.14056	-0.00071638	0.014683	2.9425
